date,lpc,ca,pc,bq,ndp,gpc,oth,institute,sample_size,cpc,polling_method,ppc
2006-07-30,15,NA,NA,8,11,NA,NA,Strategic Counsel,NA,29,NA,NA
2006-07-27,17,NA,NA,7,10,NA,NA,Ipsos-Reid,NA,27,NA,NA
2006-07-23,17,NA,NA,NA,NA,NA,NA,Decima Research,NA,30,NA,NA
2006-07-16,16,NA,NA,8,10,NA,NA,Decima Research,NA,29,NA,NA
2006-07-16,18,NA,NA,8,11,NA,NA,Strategic Counsel,NA,26,NA,NA
2006-06-23,21,NA,NA,4,9,NA,NA,Environics,NA,25,NA,NA
2006-06-18,19,NA,NA,NA,10,NA,NA,Decima Research,NA,28,NA,NA
2006-06-08,19,NA,NA,9,9,NA,NA,Strategic Counsel,NA,27,NA,NA
2006-05-28,21,NA,NA,NA,8,NA,NA,Decima Research,NA,29,NA,NA
2006-05-18,15,NA,NA,5,9,NA,NA,Ipsos-Reid,NA,25,NA,NA
2006-05-09,19,NA,NA,6,9,NA,NA,SES Research,NA,28,NA,NA
2006-05-03,16,NA,NA,9,10,NA,NA,Strategic Counsel,NA,31,NA,NA
2006-04-23,19,NA,NA,NA,10,NA,NA,Decima Research,NA,26,NA,NA
2006-04-09,14,NA,NA,5,11,NA,NA,Strategic Counsel,NA,29,NA,NA
2006-03-31,21,NA,NA,5,10,NA,NA,Environics,NA,22,NA,NA
2006-03-26,19,NA,NA,NA,11,NA,NA,Decima Research,NA,28,NA,NA
2006-03-23,19,NA,NA,5,9,NA,NA,Ipsos-Reid,NA,28,NA,NA
2006-03-13,19,NA,NA,NA,10,NA,NA,Decima Research,NA,28,NA,NA
2006-02-27,21,NA,NA,NA,10,NA,NA,Decima Research,NA,28,NA,NA
2006-02-23,20,NA,NA,5,8,NA,NA,Ipsos-Reid,NA,27,NA,NA
2006-02-21,19,NA,NA,NA,8,NA,NA,Strategic Counsel,NA,28,NA,NA
2006-02-13,24,NA,NA,NA,8,NA,NA,Decima Research,NA,25,NA,NA
2006-02-09,18,NA,NA,7,9,NA,NA,SES Research,NA,34,NA,NA
2011-03-24,25,NA,NA,10,19,7,NA,Angus Reid Public Opinion,NA,39,NA,NA
2011-03-24,23,NA,NA,9,19,7,NA,Leger Marketing,NA,39,NA,NA
2011-03-24,28.1,NA,NA,9.7,14.2,10.6,NA,EKOS Research Associates,NA,35.3,NA,NA
2011-03-23,24,NA,NA,10,16,6,NA,Ipsos Reid,NA,43,NA,NA
2011-03-20,28,NA,NA,10,17,9,NA,Harris-Decima,NA,34,NA,NA
2011-03-16,25.7,NA,NA,10.2,16.4,10.4,NA,EKOS Research Associates,NA,34.1,NA,NA
2011-03-15,27.6,NA,NA,10.1,19.9,3.8,NA,Nanos Research,NA,38.6,NA,NA
2011-03-10,23,NA,NA,10,18,10,NA,Leger Marketing,NA,36,NA,NA
2011-03-09,27,NA,NA,11,16,5,NA,Ipsos Reid,NA,40,NA,NA
2011-03-09,23,NA,NA,9,17,9,NA,Angus Reid Public Opinion,NA,39,NA,NA
2011-03-08,27.8,NA,NA,8.8,14.9,10.1,NA,EKOS Research Associates,NA,35.2,NA,NA
2011-02-27,28,NA,NA,9,15,9,NA,Harris-Decima,NA,36,NA,NA
2011-02-27,27,NA,NA,10,13,5,NA,Ipsos Reid,NA,43,NA,NA
2011-02-23,23,NA,NA,11,19,8,NA,Abacus Data,NA,38,NA,NA
2011-02-22,27.3,NA,NA,10.5,14.8,11.9,NA,EKOS Research Associates,NA,32.4,NA,NA
2011-02-18,26,NA,NA,9,18,6,NA,Angus Reid Public Opinion,NA,39,NA,NA
2011-02-14,26.6,NA,NA,9.9,18.9,4.9,NA,Nanos Research,NA,39.7,NA,NA
2011-02-13,27,NA,NA,10,14,10,NA,Harris-Decima,NA,37,NA,NA
2011-02-10,25,NA,NA,9,18,10,NA,Ipsos Reid,NA,39,NA,NA
2011-02-09,24.8,NA,NA,9.9,14.2,10.7,NA,EKOS Research Associates,NA,37.3,NA,NA
2011-02-02,29,NA,NA,11,16,10,NA,Ipsos Reid,NA,34,NA,NA
2011-01-26,27.9,NA,NA,9.7,14.8,9.8,NA,EKOS Research Associates,NA,35.4,NA,NA
2011-01-24,27,NA,NA,10,18,9,NA,Abacus Data,NA,35,NA,NA
2011-01-24,28,NA,NA,10,19,8,NA,Pollara,NA,35,NA,NA
2011-01-16,28,NA,NA,9,15,9,NA,Harris-Decima,NA,36,NA,NA
2011-01-12,27.3,NA,NA,9.8,14.8,10.3,NA,EKOS Research Associates,NA,34.5,NA,NA
2011-01-09,28,NA,NA,11,17,8,NA,Angus Reid Public Opinion,NA,34,NA,NA
2010-12-15,26.5,NA,NA,10.6,17.1,10.9,NA,EKOS Research Associates,NA,32,NA,NA
2010-12-13,29,NA,NA,9,15,11,NA,Harris-Decima,NA,31,NA,NA
2010-12-09,29,NA,NA,10,12,9,NA,Ipsos Reid,NA,39,NA,NA
2010-12-07,26,NA,NA,10,18,7,NA,Angus Reid Public Opinion,NA,38,NA,NA
2010-12-07,29.2,NA,NA,9.8,14.4,10.4,NA,EKOS Research Associates,NA,33.7,NA,NA
2010-12-06,24,NA,NA,10,20,10,NA,Abacus Data,NA,35,NA,NA
2010-12-05,31.2,NA,NA,10.2,17.2,3.2,NA,Nanos Research,NA,38.1,NA,NA
2010-11-30,27.4,NA,NA,9.9,15.8,10.9,NA,EKOS Research Associates,NA,32.6,NA,NA
2010-11-23,27.1,NA,NA,9.5,16.6,9.5,NA,EKOS Research Associates,NA,33.3,NA,NA
2010-11-16,28.7,NA,NA,9.9,16.3,9.8,NA,EKOS Research Associates,NA,32.4,NA,NA
2010-11-09,28.6,NA,NA,9.3,19.3,10.7,NA,EKOS Research Associates,NA,29.4,NA,NA
2010-11-05,31.6,NA,NA,10.8,15.4,5.2,NA,Nanos Research,NA,37.1,NA,NA
2010-11-04,29,NA,NA,8,16,11,NA,Ipsos Reid,NA,35,NA,NA
2010-11-01,25,NA,NA,10,21,10,NA,Abacus Data,NA,33,NA,NA
2010-10-31,28,NA,NA,9,17,10,NA,Harris-Decima,NA,33,NA,NA
2010-10-26,26,NA,NA,10,19,6,NA,Angus Reid Public Opinion,NA,37,NA,NA
2010-10-26,27.8,NA,NA,9.3,15.1,11.6,NA,EKOS Research Associates,NA,33.9,NA,NA
2010-10-19,29.4,NA,NA,11.2,13.9,11.6,NA,EKOS Research Associates,NA,30.9,NA,NA
2010-10-17,30,NA,NA,10,14,10,NA,Harris-Decima,NA,32,NA,NA
2010-10-12,27.8,NA,NA,9.3,15.8,10.4,NA,EKOS Research Associates,NA,34.4,NA,NA
2010-10-06,32.4,NA,NA,9.8,16.3,4.9,NA,Nanos Research,NA,36.6,NA,NA
2010-10-05,27.6,NA,NA,9.7,16.5,11.2,NA,EKOS Research Associates,NA,31.8,NA,NA
2010-09-28,26,NA,NA,10,18,11,NA,Angus Reid Public Opinion,NA,34,NA,NA
2010-09-28,29.9,NA,NA,10.1,13.5,10.9,NA,EKOS Research Associates,NA,33.1,NA,NA
2010-09-23,29,NA,NA,11,12,12,NA,Ipsos Reid,NA,35,NA,NA
2010-09-21,29.3,NA,NA,9.7,14.6,11.8,NA,EKOS Research Associates,NA,31.7,NA,NA
2010-09-19,30,NA,NA,10,14,11,NA,Harris-Decima,NA,33,NA,NA
2010-09-14,28.9,NA,NA,8.9,16.6,10.7,NA,EKOS Research Associates,NA,32.4,NA,NA
2010-09-12,31,NA,NA,10,16,9,NA,Ipsos Reid,NA,34,NA,NA
2010-09-10,31,NA,NA,9,16,7,NA,Environics,NA,35,NA,NA
2010-09-07,28.5,NA,NA,9.5,15.2,12.5,NA,EKOS Research Associates,NA,32.1,NA,NA
2010-09-03,32.8,NA,NA,12.1,15.6,6.2,NA,Nanos Research,NA,33.3,NA,NA
2010-08-31,29.1,NA,NA,10.9,15.7,13,NA,EKOS Research Associates,NA,29.4,NA,NA
2010-08-24,27.6,NA,NA,11.2,16.9,10.7,NA,EKOS Research Associates,NA,31.1,NA,NA
2010-08-22,30,NA,NA,9,16,10,NA,Harris-Decima,NA,33,NA,NA
2010-08-17,27.9,NA,NA,9.2,17.4,10.3,NA,EKOS Research Associates,NA,32.5,NA,NA
2010-08-11,29,NA,NA,10,19,9,NA,Angus Reid Public Opinion,NA,33,NA,NA
2010-08-10,27.7,NA,NA,9.5,15.4,12.3,NA,EKOS Research Associates,NA,32.2,NA,NA
2010-08-09,31,NA,NA,9,15,9,NA,Ipsos Reid,NA,34,NA,NA
2010-08-09,28,NA,NA,9,15,12,NA,Harris-Decima,NA,34,NA,NA
2010-08-04,28,NA,NA,9,16,8,NA,Leger Marketing,NA,37,NA,NA
2010-08-03,28.5,NA,NA,10.4,17.4,11.1,NA,EKOS Research Associates,NA,29.7,NA,NA
2010-07-27,25.2,NA,NA,10.1,17.4,11.1,NA,EKOS Research Associates,NA,33.2,NA,NA
2010-07-25,26,NA,NA,10,18,12,NA,Harris-Decima,NA,31,NA,NA
2010-07-20,25.5,NA,NA,10,18.4,10.1,NA,EKOS Research Associates,NA,32.4,NA,NA
2010-07-13,27.5,NA,NA,10.1,14.7,13.3,NA,EKOS Research Associates,NA,31.6,NA,NA
2010-07-08,27,NA,NA,10,20,7,NA,Angus Reid Public Opinion,NA,36,NA,NA
2010-07-08,29,NA,NA,11,15,10,NA,Ipsos Reid,NA,35,NA,NA
2010-07-08,32,NA,NA,9,15,6,NA,Environics,NA,35,NA,NA
2010-07-06,25.8,NA,NA,9.7,17.5,12.2,NA,EKOS Research Associates,NA,32.1,NA,NA
2010-06-21,27.7,NA,NA,9.3,16.5,13,NA,EKOS Research Associates,NA,31,NA,NA
2010-06-20,27,NA,NA,11,17,10,NA,Harris-Decima,NA,34,NA,NA
2010-06-15,26.3,NA,NA,10.5,17.4,12.3,NA,EKOS Research Associates,NA,30.5,NA,NA
2010-06-10,27,NA,NA,10,16,11,NA,Ipsos Reid,NA,35,NA,NA
2010-06-08,26.8,NA,NA,8.9,16.6,12.6,NA,EKOS Research Associates,NA,31.4,NA,NA
2010-06-03,29.2,NA,NA,9.4,20.7,5.1,NA,Nanos Research,NA,35.6,NA,NA
2010-06-01,26.2,NA,NA,10.3,17.4,11.5,NA,EKOS Research Associates,NA,31.7,NA,NA
2010-05-27,25,NA,NA,11,17,8,NA,Leger Marketing,NA,37,NA,NA
2010-05-27,27,NA,NA,9,19,8,NA,Angus Reid Public Opinion,NA,35,NA,NA
2010-05-26,30,NA,NA,10,15,7,NA,Environics,NA,36,NA,NA
2010-05-25,25.7,NA,NA,9.4,16.4,11.9,NA,EKOS Research Associates,NA,33.9,NA,NA
2010-05-23,27,NA,NA,8,16,11,NA,Harris-Decima,NA,36,NA,NA
2010-05-18,25.1,NA,NA,10.6,15.3,12,NA,EKOS Research Associates,NA,34.4,NA,NA
2010-05-16,28,NA,NA,10,17,11,NA,Harris-Decima,NA,32,NA,NA
2010-05-11,27.1,NA,NA,9.3,16.9,10.6,NA,EKOS Research Associates,NA,33.6,NA,NA
2010-05-06,29,NA,NA,10,16,9,NA,Ipsos Reid,NA,35,NA,NA
2010-05-04,26.1,NA,NA,10.2,16,11.5,NA,EKOS Research Associates,NA,33.1,NA,NA
2010-05-03,33.2,NA,NA,9.6,16.2,3.8,NA,Nanos Research,NA,37.2,NA,NA
2010-04-29,28,NA,NA,11,19,7,NA,Angus Reid Public Opinion,NA,35,NA,NA
2010-04-29,25,NA,NA,9,20,8,NA,Leger Marketing,NA,36,NA,NA
2010-04-27,26.6,NA,NA,9.7,17.6,10.9,NA,EKOS Research Associates,NA,31.9,NA,NA
2010-04-25,27,NA,NA,11,20,12,NA,Harris-Decima,NA,29,NA,NA
2010-04-22,29,NA,NA,9,16,10,NA,Ipsos Reid,NA,35,NA,NA
2010-04-20,27.1,NA,NA,9.5,16.3,12.6,NA,EKOS Research Associates,NA,31.7,NA,NA
2010-04-13,29,NA,NA,8.8,16.4,11.1,NA,EKOS Research Associates,NA,31.4,NA,NA
2010-04-08,27,NA,NA,10,15,10,NA,Ipsos Reid,NA,37,NA,NA
2010-04-06,27.3,NA,NA,9.6,15.9,11.7,NA,EKOS Research Associates,NA,33.6,NA,NA
2010-04-05,29,NA,NA,9,17,11,NA,Harris-Decima,NA,32,NA,NA
2010-03-30,27,NA,NA,9,16,12.7,NA,EKOS Research Associates,NA,32.2,NA,NA
2010-03-26,29,NA,NA,9,20,7,NA,Angus Reid Public Opinion,NA,35,NA,NA
2010-03-23,27.7,NA,NA,9.8,15.9,10.4,NA,EKOS Research Associates,NA,33.3,NA,NA
2010-03-18,28,NA,NA,9,18,10,NA,Ipsos Reid,NA,34,NA,NA
2010-03-16,28.9,NA,NA,9.2,15.7,10.8,NA,EKOS Research Associates,NA,33.1,NA,NA
2010-03-11,34.6,NA,NA,7.7,17.8,5.2,NA,Nanos Research,NA,34.7,NA,NA
2010-03-09,29.6,NA,NA,9.1,16,11,NA,EKOS Research Associates,NA,31.9,NA,NA
2010-03-07,29,NA,NA,10,16,11,NA,Harris-Decima,NA,33,NA,NA
2010-03-02,29.4,NA,NA,9.4,15.2,10.5,NA,EKOS Research Associates,NA,32.4,NA,NA
2010-02-28,31,NA,NA,8,16,12,NA,Harris-Decima,NA,31,NA,NA
2010-02-26,29,NA,NA,9,20,9,NA,Angus Reid Public Opinion,NA,33,NA,NA
2010-02-24,30,NA,NA,9,16,13,NA,Environics,NA,31,NA,NA
2010-02-23,30.3,NA,NA,8.2,15.8,10.4,NA,EKOS Research Associates,NA,33.4,NA,NA
2010-02-22,29,NA,NA,9,16,7,NA,Ipsos Reid,NA,37,NA,NA
2010-02-16,29,NA,NA,8.8,16.5,11.8,NA,EKOS Research Associates,NA,31.2,NA,NA
2010-02-14,30,NA,NA,10,16,10,NA,Harris-Decima,NA,32,NA,NA
2010-02-13,30,NA,NA,9,18,8,NA,Angus Reid Public Opinion,NA,34,NA,NA
2010-02-09,37,NA,NA,8,13,9,NA,Environics,NA,33,NA,NA
2010-02-09,29,NA,NA,10.3,15.5,11.3,NA,EKOS Research Associates,NA,31,NA,NA
2010-02-04,33.9,NA,NA,8.5,16.4,5.6,NA,Nanos Research,NA,35.6,NA,NA
2010-02-02,31.9,NA,NA,8.4,15.4,10.9,NA,EKOS Research Associates,NA,31,NA,NA
2010-01-31,32,NA,NA,10,15,9,NA,Harris-Decima,NA,32,NA,NA
2010-01-26,29,NA,NA,10,19,7,NA,Angus Reid Public Opinion,NA,33,NA,NA
2010-01-26,31.6,NA,NA,9.1,14.6,11,NA,EKOS Research Associates,NA,31.1,NA,NA
2010-01-24,31,NA,NA,10,15,10,NA,Harris-Decima,NA,32,NA,NA
2010-01-21,31,NA,NA,9,17,8,NA,Ipsos Reid,NA,34,NA,NA
2010-01-19,30.9,NA,NA,9.1,14.9,11.5,NA,EKOS Research Associates,NA,31.5,NA,NA
2010-01-13,28,NA,NA,9,19,8,NA,Angus Reid Public Opinion,NA,34,NA,NA
2010-01-12,29.3,NA,NA,10.2,15.3,11.9,NA,EKOS Research Associates,NA,30.9,NA,NA
2010-01-10,30,NA,NA,9,16,9,NA,Harris-Decima,NA,34,NA,NA
2010-01-08,30,NA,NA,9,18,10,NA,Strategic Counsel,NA,31,NA,NA
2010-01-06,29,NA,NA,10,17,8,NA,Angus Reid Public Opinion,NA,36,NA,NA
2010-01-05,27.8,NA,NA,9.8,16,13.4,NA,EKOS Research Associates,NA,33.1,NA,NA
2009-12-15,26.7,NA,NA,9.2,17,11.2,NA,EKOS Research Associates,NA,35.9,NA,NA
2009-12-13,30.2,NA,NA,7.7,18.7,4,NA,Nanos Research,NA,39.5,NA,NA
2009-12-10,29,NA,NA,11,16,6,NA,Angus Reid Public Opinion,NA,36,NA,NA
2009-12-08,26.5,NA,NA,9.9,16.7,11.3,NA,EKOS Research Associates,NA,35.6,NA,NA
2009-11-24,27.1,NA,NA,9.4,15.3,11.4,NA,EKOS Research Associates,NA,36.9,NA,NA
2009-11-19,24,NA,NA,9,19,10,NA,Ipsos Reid,NA,37,NA,NA
2009-11-16,23,NA,NA,11,17,10,NA,Angus Reid Public Opinion,NA,38,NA,NA
2009-11-10,28.8,NA,NA,9.3,17.9,5.9,NA,Nanos Research,NA,38,NA,NA
2009-11-10,26.6,NA,NA,8.8,16.8,11.2,NA,EKOS Research Associates,NA,36.6,NA,NA
2009-11-03,26.8,NA,NA,9.4,16.3,10,NA,EKOS Research Associates,NA,37.4,NA,NA
2009-10-27,26.8,NA,NA,8.2,16.7,9.9,NA,EKOS Research Associates,NA,38.4,NA,NA
2009-10-24,26,NA,NA,9,17,7,NA,Angus Reid Strategies,NA,40,NA,NA
2009-10-22,25,NA,NA,11,13,11,NA,Ipsos Reid,NA,40,NA,NA
2009-10-21,26,NA,NA,8,16,10,NA,Environics,NA,38,NA,NA
2009-10-20,27.1,NA,NA,9,14.5,11,NA,EKOS Research Associates,NA,38.3,NA,NA
2009-10-18,30,NA,NA,8.9,16.6,4.6,NA,Nanos Research,NA,39.8,NA,NA
2009-10-14,27,NA,NA,8,16,6,NA,Angus Reid Strategies,NA,41,NA,NA
2009-10-13,25.5,NA,NA,9.1,14.3,10.5,NA,EKOS Research Associates,NA,40.7,NA,NA
2009-10-12,28,NA,NA,10,15,10,NA,Harris-Decima,NA,35,NA,NA
2009-10-08,29,NA,NA,10,13,8,NA,Ipsos Reid,NA,39,NA,NA
2009-10-06,25.7,NA,NA,9.7,15.2,9.7,NA,EKOS Research Associates,NA,39.7,NA,NA
2009-10-04,28,NA,NA,9,14,9,NA,Strategic Counsel,NA,41,NA,NA
2009-09-30,27,NA,NA,11,17,6,NA,Angus Reid Strategies,NA,37,NA,NA
2009-09-29,29.7,NA,NA,9.8,13.9,10.5,NA,EKOS Research Associates,NA,36,NA,NA
2009-09-24,29,NA,NA,9,16,8,NA,Angus Reid Strategies,NA,37,NA,NA
2009-09-22,29.9,NA,NA,9.1,13.8,10.2,NA,EKOS Research Associates,NA,37,NA,NA
2009-09-15,29.9,NA,NA,9.6,16.5,9,NA,EKOS Research Associates,NA,35.1,NA,NA
2009-09-13,29,NA,NA,10,17,7,NA,Angus Reid Strategies,NA,36,NA,NA
2009-09-13,30,NA,NA,9,15,10,NA,Harris-Decima,NA,34,NA,NA
2009-09-13,30,NA,NA,9,12,8,NA,Ipsos Reid,NA,39,NA,NA
2009-09-08,30.8,NA,NA,10,14.8,10.1,NA,EKOS Research Associates,NA,34.2,NA,NA
2009-09-06,31,NA,NA,8,15,10,NA,Harris-Decima,NA,34,NA,NA
2009-09-06,30,NA,NA,12,14,9,NA,Strategic Counsel,NA,35,NA,NA
2009-09-02,33.4,NA,NA,9.7,14.8,4.6,NA,Nanos Research,NA,37.5,NA,NA
2009-09-02,32,NA,NA,9,19,7,NA,Angus Reid Strategies,NA,33,NA,NA
2009-09-01,32.6,NA,NA,8.3,16.5,9.9,NA,EKOS Research Associates,NA,32.6,NA,NA
2009-09-01,36,NA,NA,8,16,3,NA,Pollara,NA,36,NA,NA
2009-08-26,30,NA,NA,8,18,9,NA,Angus Reid Strategies,NA,34,NA,NA
2009-08-25,30.9,NA,NA,9.5,15.7,11.3,NA,EKOS Research Associates,NA,32.6,NA,NA
2009-08-24,32,NA,NA,9,16,11,NA,Harris-Decima,NA,31,NA,NA
2009-08-24,28,NA,NA,8,14,10,NA,Ipsos Reid,NA,39,NA,NA
2009-08-18,30.2,NA,NA,8.7,17.3,11,NA,EKOS Research Associates,NA,32,NA,NA
2009-08-11,31,NA,NA,9,16.5,10.1,NA,EKOS Research Associates,NA,32.7,NA,NA
2009-08-04,31.9,NA,NA,8.6,13.8,10.8,NA,EKOS Research Associates,NA,34.9,NA,NA
2009-08-02,33.8,NA,NA,9.2,18.7,7,NA,Nanos Research,NA,31.3,NA,NA
2009-07-28,34,NA,NA,10,16,7,NA,Angus Reid Strategies,NA,33,NA,NA
2009-07-28,34.1,NA,NA,8.6,14.5,10.4,NA,EKOS Research Associates,NA,32.5,NA,NA
2009-07-21,32.5,NA,NA,8.4,14.8,11.5,NA,EKOS Research Associates,NA,32.8,NA,NA
2009-07-17,30,NA,NA,11,18,6,NA,Angus Reid Strategies,NA,33,NA,NA
2009-07-14,32.4,NA,NA,8.7,15.2,9.6,NA,EKOS Research Associates,NA,34.1,NA,NA
2009-07-07,32.2,NA,NA,9.3,16,10.7,NA,EKOS Research Associates,NA,31.8,NA,NA
2009-07-03,30,NA,NA,10,16,7,NA,Angus Reid Strategies,NA,36,NA,NA
2009-06-29,32.2,NA,NA,9,16.2,11.5,NA,EKOS Research Associates,NA,31,NA,NA
2009-06-23,32.6,NA,NA,9,14.3,9.3,NA,EKOS Research Associates,NA,34.8,NA,NA
2009-06-21,36.3,NA,NA,9.8,16.8,4.8,NA,Nanos Research,NA,32.2,NA,NA
2009-06-18,31,NA,NA,11,18,7,NA,Angus Reid Strategies,NA,32,NA,NA
2009-06-16,33.7,NA,NA,8.4,16.3,9,NA,EKOS Research Associates,NA,32.4,NA,NA
2009-06-09,35,NA,NA,9.2,15.1,10.4,NA,EKOS Research Associates,NA,30.3,NA,NA
2009-06-08,35,NA,NA,9,15,8,NA,Harris-Decima,NA,31,NA,NA
2009-06-07,34,NA,NA,9,16,11,NA,Strategic Counsel,NA,30,NA,NA
2009-06-04,36,NA,NA,9,12,9,NA,Ipsos Reid,NA,33,NA,NA
2009-06-01,37.2,NA,NA,8,15.7,7.4,NA,Nanos Research,NA,31.8,NA,NA
2009-05-29,33,NA,NA,9,17,7,NA,Angus Reid Strategies,NA,31,NA,NA
2009-05-28,33.5,NA,NA,8.7,15.1,10.4,NA,EKOS Research Associates,NA,32.3,NA,NA
2009-05-24,33,NA,NA,9,14,8,NA,Ipsos Reid,NA,35,NA,NA
2009-05-10,35,NA,NA,9,16,11,NA,Strategic Counsel,NA,30,NA,NA
2009-05-03,34,NA,NA,9,15,11,NA,Harris-Decima,NA,29,NA,NA
2009-04-30,36,NA,NA,9,15,7,NA,Nanos Research,NA,33,NA,NA
2009-04-30,36,NA,NA,9,13,8,NA,Ipsos Reid,NA,33,NA,NA
2009-04-22,33,NA,NA,10,15,6,NA,Angus Reid Strategies,NA,33,NA,NA
2009-04-19,32,NA,NA,9,16,11,NA,Harris-Decima,NA,29,NA,NA
2009-04-13,36.7,NA,NA,9.4,15.5,8.1,NA,EKOS Research Associates,NA,30.2,NA,NA
2009-04-05,34,NA,NA,10,15,9,NA,Strategic Counsel,NA,32,NA,NA
2009-03-23,35,NA,NA,9,14,6,NA,Leger Marketing,NA,34,NA,NA
2009-03-18,36,NA,NA,10,13,8,NA,Nanos Research,NA,33,NA,NA
2009-03-11,31,NA,NA,10,16,7,NA,Angus Reid Strategies,NA,35,NA,NA
2009-03-08,33,NA,NA,9,14,10,NA,Harris-Decima,NA,32,NA,NA
2009-03-08,31,NA,NA,9,16,10,NA,Strategic Counsel,NA,35,NA,NA
2009-03-05,33,NA,NA,10,12,8,NA,Ipsos Reid,NA,37,NA,NA
2009-02-15,33,NA,NA,10,15,7,NA,Harris-Decima,NA,33,NA,NA
2009-02-08,33,NA,NA,5,17,13,NA,Strategic Counsel,NA,32,NA,NA
2009-02-08,31,NA,NA,10,15,10,NA,Harris-Decima,NA,33,NA,NA
2009-02-07,31,NA,NA,10,14,7,NA,Ipsos Reid,NA,37,NA,NA
2009-02-03,33,NA,NA,10,16,7,NA,Nanos Research,NA,34,NA,NA
2009-01-27,29,NA,NA,8,18,6,NA,Angus Reid Strategies,NA,38,NA,NA
2009-01-17,32.6,NA,NA,7.9,14.3,9.1,NA,EKOS Research Associates,NA,36.2,NA,NA
2009-01-15,30,NA,NA,9,17,5,NA,Angus Reid Strategies,NA,39,NA,NA
2009-01-14,29,NA,NA,8,18,8,NA,Strategic Counsel,NA,36,NA,NA
2009-01-08,28,NA,NA,9,15,9,NA,Ipsos Reid,NA,39,NA,NA
2009-01-07,34,NA,NA,7,19,7,NA,Nanos Research,NA,33,NA,NA
2008-12-23,30,NA,NA,6,13,8,NA,COMPAS,NA,43,NA,NA
2008-12-12,31,NA,NA,9,15,8,NA,Angus Reid Strategies,NA,37,NA,NA
2008-12-11,26,NA,NA,10,12,7,NA,Ipsos Reid,NA,45,NA,NA
2008-12-06,22,NA,NA,10,18,7,NA,Angus Reid Strategies,NA,42,NA,NA
2008-12-04,24,NA,NA,8,14,8,NA,Praxicus Public Strategies,NA,47,NA,NA
2008-12-04,20,NA,NA,8,10,6,NA,COMPAS,NA,51,NA,NA
2008-12-04,23.6,NA,NA,10.2,15,9,NA,EKOS Research Associates,NA,42.2,NA,NA
2008-12-03,24,NA,NA,10,14,8,NA,Strategic Counsel,NA,45,NA,NA
2008-12-03,23,NA,NA,9,13,8,NA,Ipsos Reid,NA,46,NA,NA
2008-12-03,24.1,NA,NA,9.2,14.5,8.1,NA,EKOS Research Associates,NA,44,NA,NA
2008-11-15,30,NA,NA,9,20,10,NA,Nanos Research,NA,32,NA,NA
2011-05-01,19,NA,NA,5,33,6,NA,Forum Research,NA,36,Phone (IVR),NA
2011-05-01,21,NA,NA,6.4,31.2,6,1.5,EKOS Research Associates,NA,33.9,Phone (IVR),NA
2011-05-01,20.5,NA,NA,5.7,31.6,3.8,1.4,Nanos Research,NA,37.1,Phone,NA
2011-05-01,19,NA,NA,6,30,6,NA,Harris-Decima,NA,36,Phone,NA
2011-04-30,20.4,NA,NA,5.4,31.4,6.3,1.8,EKOS Research Associates,NA,34.6,Phone (IVR),NA
2011-04-30,19,NA,NA,5,33,7,NA,Forum Research,NA,35,Phone (IVR),NA
2011-04-30,22.7,NA,NA,5.5,30.6,3.2,NA,Nanos Research,NA,37,Phone,NA
2011-04-29,18,NA,NA,7,32,7,NA,Abacus Data,NA,37,Online,NA
2011-04-29,17,NA,NA,7,26,4,NA,COMPAS,NA,46,Phone,NA
2011-04-29,23.3,NA,NA,5.2,29.6,3.1,NA,Nanos Research,NA,38,Phone,NA
2011-04-29,19,NA,NA,6,33,4,NA,Angus Reid Public Opinion,NA,37,Online,NA
2011-04-28,21,NA,NA,7,31,4,NA,Leger Marketing,NA,36,Online,NA
2011-04-28,18,NA,NA,6,33,4,NA,Ipsos Reid,NA,38,Phone,NA
2011-04-28,20,NA,NA,6.3,29.7,6.9,2.7,EKOS Research Associates,NA,34.5,Phone (IVR),NA
2011-04-28,22,NA,NA,5.7,31.2,4,NA,Nanos Research,NA,36.4,Phone,NA
2011-04-27,22,NA,NA,5,30,7,NA,Harris-Decima,NA,35,Phone,NA
2011-04-27,22.3,NA,NA,6.1,27.5,6.8,2.5,EKOS Research Associates,NA,34.8,Phone (IVR),NA
2011-04-27,21.9,NA,NA,6,30.4,4.1,NA,Nanos Research,NA,36.6,Phone,NA
2011-04-26,22.9,NA,NA,6.6,28.1,6.5,1.9,EKOS Research Associates,NA,34,Phone (IVR),NA
2011-04-26,22,NA,NA,6,31,7,NA,Forum Research,NA,34,Phone (IVR),NA
2011-04-26,22.9,NA,NA,5.8,27.8,4.7,NA,Nanos Research,NA,37.8,Phone,NA
2011-04-26,22,NA,NA,7,30,5,1,Angus Reid Public Opinion,NA,35,Online,NA
2011-04-25,24,NA,NA,6,27.9,6.8,1.4,EKOS Research Associates,NA,33.9,Phone (IVR),NA
2011-04-25,24.9,NA,NA,6.4,23.9,5.3,NA,Innovative Research Group,NA,38.4,Phone,NA
2011-04-24,23.7,NA,NA,6.2,28,7.2,1.2,EKOS Research Associates,NA,33.7,Phone (IVR),NA
2011-04-24,25.6,NA,NA,6.5,23.6,3.6,NA,Nanos Research,NA,39.2,Phone,NA
2011-04-23,25.9,NA,NA,7.2,23.2,3.7,NA,Nanos Research,NA,38.6,Phone,NA
2011-04-21,22,NA,NA,7,25,6,1,Environics,NA,39,Phone,NA
