date,media,institute,kadima,labor,shas,likud,yisrael_beiteinu,ual_taal,hadash,balad,jewish_home,national_union,gil,utj,meretz,greens,likud_yisrael_beiteinu,national_union_jewish_home,yesh_atid,otzma,am_shalem,hatnuah,labor_hatnuah,arabic_list,otzma_yachad,kulanu,blue_white,raam_balad,urwp,hadash_taal,new_right,gesher,zehut,joint_list,yamina,labor_gesher,dem_union,otzma_yehudit,emet,raam,new_hope,religious_zionist,new_economic
2019-02-27,NA,Number 10 Strategies/The Times of Israel,NA,8,4,29,4,NA,NA,NA,NA,NA,NA,7,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,36,4,5,7,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-02-24,NA,Maagar Mochot/Israel Hayom & i24 News,NA,8,7,31,NA,NA,NA,NA,NA,NA,NA,7,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36,NA,8,7,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-02-24,NA,Midgam/iPanel/Yediot Ahronot,NA,9,5,29,4,NA,NA,NA,NA,NA,NA,7,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,35,5,5,7,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-02-22,NA,Maagar Mochot/Radio 103 FM,NA,6,4,27,4,NA,NA,NA,NA,NA,NA,6,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,34,8,7,6,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-02-21,NA,Panels Politics/Maariv,NA,7,5,29,4,NA,NA,NA,NA,NA,NA,7,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,35,5,6,6,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-02-21,NA,Midgam/Yediot Ahronot,NA,8,5,30,4,NA,NA,NA,NA,NA,NA,6,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,36,6,5,6,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-02-21,NA,Midgam/Channel 12,NA,8,5,30,4,NA,NA,NA,NA,NA,NA,7,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,36,6,4,6,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-02-21,NA,Panel HaMidgam Project/Statnet/Channel 13,NA,5,6,26,5,NA,NA,NA,NA,NA,NA,7,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,36,4,8,10,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-09-17,NA,KANTAR,NA,NA,9,31,9,NA,NA,NA,NA,NA,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32,NA,NA,NA,NA,NA,NA,13,7,6,5,NA,NA,NA,NA,NA,NA
2019-09-17,NA,Midgam,NA,NA,9,32,9,NA,NA,NA,NA,NA,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32,NA,NA,NA,NA,NA,NA,13,7,6,5,NA,NA,NA,NA,NA,NA
2019-09-17,NA,Panel Project HaMidgam,NA,NA,9,30,8,NA,NA,NA,NA,NA,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32,NA,NA,NA,NA,NA,NA,15,6,6,6,NA,NA,NA,NA,NA,NA
2019-09-13,NA,Panel Project HaMidgam,NA,NA,6,32,9,NA,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32,NA,NA,NA,NA,NA,NA,12,9,4,5,4,NA,NA,NA,NA,NA
2019-09-13,NA,Midgam,NA,NA,7,32,8,NA,NA,NA,NA,NA,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32,NA,NA,NA,NA,NA,NA,10,8,5,6,4,NA,NA,NA,NA,NA
2019-09-13,NA,Shvakim Panorama,NA,NA,7,33,9,NA,NA,NA,NA,NA,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32,NA,NA,NA,NA,NA,NA,11,7,4,5,4,NA,NA,NA,NA,NA
2019-09-12,NA,Smith,NA,NA,8,33,8,NA,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32,NA,NA,NA,NA,NA,NA,12,9,5,6,NA,NA,NA,NA,NA,NA
2019-09-12,NA,Panels Politics,NA,NA,7,36,9,NA,NA,NA,NA,NA,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32,NA,NA,NA,NA,NA,NA,10,9,4,5,NA,NA,NA,NA,NA,NA
2019-09-12,NA,Smith,NA,NA,8,33,9,NA,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32,NA,NA,NA,NA,NA,NA,12,9,4,6,NA,NA,NA,NA,NA,NA
2019-09-12,NA,KANTAR,NA,NA,7,31,7,NA,NA,NA,NA,NA,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33,NA,NA,NA,NA,NA,NA,11,9,5,5,4,NA,NA,NA,NA,NA
2019-09-11,NA,Maagar Mohot,NA,NA,7,33,9,NA,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31,NA,NA,NA,NA,NA,NA,12,7,6,4,4,NA,NA,NA,NA,NA
2019-09-10,NA,Panel Project HaMidgam,NA,NA,6,31,9,NA,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32,NA,NA,NA,NA,NA,NA,11,9,5,6,4,NA,NA,NA,NA,NA
2019-09-10,NA,Midgam,NA,NA,7,31,9,NA,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32,NA,NA,NA,NA,NA,NA,9,9,6,6,4,NA,NA,NA,NA,NA
2019-09-09,NA,KANTAR,NA,NA,7,31,9,NA,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32,NA,NA,NA,NA,NA,NA,10,9,5,6,4,NA,NA,NA,NA,NA
2019-09-09,NA,Midgam,NA,NA,6,32,8,NA,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33,NA,NA,NA,NA,NA,NA,9,9,6,6,4,NA,NA,NA,NA,NA
2019-09-05,NA,Panel Project HaMidgam,NA,NA,6,32,11,NA,NA,NA,NA,NA,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32,NA,NA,NA,NA,NA,NA,10,10,5,6,NA,NA,NA,NA,NA,NA
2019-09-05,NA,Maagar Mohot,NA,NA,8,31,11,NA,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,NA,NA,NA,NA,NA,NA,11,8,6,4,4,NA,NA,NA,NA,NA
2019-09-05,NA,Smith,NA,NA,8,32,10,NA,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32,NA,NA,NA,NA,NA,NA,9,9,6,7,NA,NA,NA,NA,NA,NA
2019-09-05,NA,Midgam,NA,NA,7,32,9,NA,NA,NA,NA,NA,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32,NA,NA,NA,NA,NA,NA,10,9,6,7,NA,NA,NA,NA,NA,NA
2019-09-04,NA,Panels Politics,NA,NA,7,31,9,NA,NA,NA,NA,NA,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31,NA,NA,NA,NA,NA,NA,10,10,5,5,4,NA,NA,NA,NA,NA
2019-09-02,NA,Midgam,NA,NA,7,32,9,NA,NA,NA,NA,NA,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31,NA,NA,NA,NA,NA,NA,10,9,7,7,NA,NA,NA,NA,NA,NA
2019-09-01,NA,Panel Project HaMidgam,NA,NA,6,31,11,NA,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32,NA,NA,NA,NA,NA,NA,10,10,6,7,NA,NA,NA,NA,NA,NA
2019-09-01,NA,KANTAR,NA,NA,7,32,9,NA,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31,NA,NA,NA,NA,NA,NA,11,10,6,7,NA,NA,NA,NA,NA,NA
2019-08-29,NA,Maagar Mohot,NA,NA,8,30,11,NA,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32,NA,NA,NA,NA,NA,NA,11,10,5,6,NA,NA,NA,NA,NA,NA
2019-08-28,NA,Smith,NA,NA,8,32,10,NA,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31,NA,NA,NA,NA,NA,NA,10,10,5,7,NA,NA,NA,NA,NA,NA
2019-08-28,NA,Midgam,NA,NA,7,31,10,NA,NA,NA,NA,NA,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,NA,NA,NA,NA,NA,NA,10,10,7,7,NA,NA,NA,NA,NA,NA
2019-08-25,NA,KANTAR,NA,NA,7,32,9,NA,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31,NA,NA,NA,NA,NA,NA,11,10,7,6,NA,NA,NA,NA,NA,NA
2019-08-22,NA,Midgam,NA,NA,7,30,10,NA,NA,NA,NA,NA,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,NA,NA,NA,NA,NA,NA,11,11,6,7,NA,NA,NA,NA,NA,NA
2019-08-22,NA,Smith,NA,NA,8,32,10,NA,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,NA,NA,NA,NA,NA,NA,11,10,5,7,NA,NA,NA,NA,NA,NA
2019-08-22,NA,Maagar Mohot,NA,NA,8,32,10,NA,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31,NA,NA,NA,NA,NA,NA,12,10,4,6,NA,NA,NA,NA,NA,NA
2019-08-21,NA,Midgam,NA,NA,7,31,9,NA,NA,NA,NA,NA,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,NA,NA,NA,NA,NA,NA,11,11,6,7,NA,NA,NA,NA,NA,NA
2019-08-15,NA,Smith,NA,NA,8,32,10,NA,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,NA,NA,NA,NA,NA,NA,11,9,6,7,NA,NA,NA,NA,NA,NA
2019-08-15,NA,Panel Project HaMidgam,NA,NA,6,31,11,NA,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31,NA,NA,NA,NA,NA,NA,9,12,5,8,NA,NA,NA,NA,NA,NA
2019-08-13,NA,Midgam,NA,NA,7,30,10,NA,NA,NA,NA,NA,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29,NA,NA,NA,NA,NA,NA,11,11,7,7,NA,NA,NA,NA,NA,NA
2019-08-08,NA,Smith,NA,NA,8,32,9,NA,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,NA,NA,NA,NA,NA,NA,11,10,5,8,NA,NA,NA,NA,NA,NA
2019-08-05,NA,Midgam,NA,NA,7,31,10,NA,NA,NA,NA,NA,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29,NA,NA,NA,NA,NA,NA,11,11,6,7,NA,NA,NA,NA,NA,NA
2019-08-04,NA,KANTAR,NA,NA,7,29,11,NA,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,NA,NA,NA,NA,NA,NA,11,11,6,8,NA,NA,NA,NA,NA,NA
2019-08-02,NA,Midgam,NA,NA,7,30,10,NA,NA,NA,NA,NA,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29,NA,NA,NA,NA,NA,NA,11,12,6,7,NA,NA,NA,NA,NA,NA
2019-08-02,NA,Smith,NA,NA,8,31,10,NA,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29,NA,NA,NA,NA,NA,NA,11,11,5,8,NA,NA,NA,NA,NA,NA
2019-08-01,NA,Panel Project HaMidgam,NA,NA,6,30,11,NA,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29,NA,NA,NA,NA,NA,NA,11,11,6,9,NA,NA,NA,NA,NA,NA
2019-08-01,NA,Maagar Mohot,NA,NA,7,30,10,NA,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28,NA,NA,NA,NA,NA,NA,12,11,6,9,NA,NA,NA,NA,NA,NA
2019-07-30,NA,Midgam,NA,NA,7,30,10,NA,NA,NA,NA,NA,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,NA,NA,NA,NA,NA,NA,11,12,5,7,NA,NA,NA,NA,NA,NA
2020-02-28,NA,Smith,NA,NA,9,35,6,NA,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34,NA,NA,NA,NA,NA,NA,14,7,NA,NA,NA,8,NA,NA,NA,NA
2020-02-28,NA,Panel Project HaMidgam,NA,NA,8,33,7,NA,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33,NA,NA,NA,NA,NA,NA,15,8,NA,NA,NA,9,NA,NA,NA,NA
2020-02-28,NA,Midgam,NA,NA,8,35,6,NA,NA,NA,NA,NA,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33,NA,NA,NA,NA,NA,NA,14,7,NA,NA,NA,9,NA,NA,NA,NA
2020-02-27,NA,Panels Politics,NA,NA,9,34,7,NA,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34,NA,NA,NA,NA,NA,NA,13,7,NA,NA,NA,9,NA,NA,NA,NA
2020-02-27,NA,Maagar Mohot,NA,NA,8,33,7,NA,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33,NA,NA,NA,NA,NA,NA,14,9,NA,NA,NA,9,NA,NA,NA,NA
2020-02-27,NA,Kantar,NA,NA,8,35,6,NA,NA,NA,NA,NA,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34,NA,NA,NA,NA,NA,NA,14,7,NA,NA,NA,8,NA,NA,NA,NA
2020-02-26,NA,Direct Polls,NA,NA,9,35,6,NA,NA,NA,NA,NA,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33,NA,NA,NA,NA,NA,NA,13,7,NA,NA,NA,9,NA,NA,NA,NA
2020-02-25,NA,Midgam,NA,NA,8,34,7,NA,NA,NA,NA,NA,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34,NA,NA,NA,NA,NA,NA,13,7,NA,NA,NA,9,NA,NA,NA,NA
2020-02-25,NA,Panels Politics,NA,NA,8,34,8,NA,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32,NA,NA,NA,NA,NA,NA,14,8,NA,NA,NA,9,NA,NA,NA,NA
2020-02-24,NA,Kantar,NA,NA,8,34,7,NA,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33,NA,NA,NA,NA,NA,NA,14,7,NA,NA,NA,10,NA,NA,NA,NA
2020-02-24,NA,Panel Project HaMidgam,NA,NA,8,33,8,NA,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32,NA,NA,NA,NA,NA,NA,14,8,NA,NA,NA,10,NA,NA,NA,NA
2020-02-23,NA,Kantar,NA,NA,8,35,7,NA,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34,NA,NA,NA,NA,NA,NA,14,6,NA,NA,NA,9,NA,NA,NA,NA
2020-02-23,NA,Midgam,NA,NA,8,34,7,NA,NA,NA,NA,NA,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33,NA,NA,NA,NA,NA,NA,13,7,NA,NA,NA,10,NA,NA,NA,NA
2020-02-20,NA,Maagar Mohot,NA,NA,8,33,7,NA,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36,NA,NA,NA,NA,NA,NA,13,8,NA,NA,NA,8,NA,NA,NA,NA
2020-02-20,NA,Direct Polls,NA,NA,9,33,7,NA,NA,NA,NA,NA,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31,NA,NA,NA,NA,NA,NA,14,8,NA,NA,NA,10,NA,NA,NA,NA
2020-02-19,NA,Panels Politics,NA,NA,9,32,8,NA,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36,NA,NA,NA,NA,NA,NA,14,7,NA,NA,NA,8,NA,NA,NA,NA
2020-02-19,NA,Midgam,NA,NA,8,33,7,NA,NA,NA,NA,NA,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35,NA,NA,NA,NA,NA,NA,13,7,NA,NA,NA,9,NA,NA,NA,NA
2020-02-17,NA,Panel Project HaMidgam,NA,NA,7,33,8,NA,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36,NA,NA,NA,NA,NA,NA,14,7,NA,NA,NA,8,NA,NA,NA,NA
2020-02-17,NA,Midgam,NA,NA,8,33,7,NA,NA,NA,NA,NA,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34,NA,NA,NA,NA,NA,NA,13,7,NA,NA,NA,10,NA,NA,NA,NA
2020-02-14,NA,Panels Politics,NA,NA,8,32,7,NA,NA,NA,NA,NA,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35,NA,NA,NA,NA,NA,NA,14,8,NA,NA,NA,8,NA,NA,NA,NA
2020-02-13,NA,Midgam,NA,NA,8,33,7,NA,NA,NA,NA,NA,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35,NA,NA,NA,NA,NA,NA,13,7,NA,NA,NA,9,NA,NA,NA,NA
2020-02-13,NA,Maagar Mohot,NA,NA,8,32,7,NA,NA,NA,NA,NA,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34,NA,NA,NA,NA,NA,NA,14,9,NA,NA,NA,8,NA,NA,NA,NA
2020-02-13,NA,Smith,NA,NA,9,33,7,NA,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34,NA,NA,NA,NA,NA,NA,14,7,NA,NA,NA,9,NA,NA,NA,NA
2020-02-12,NA,Panels Politics,NA,NA,8,33,7,NA,NA,NA,NA,NA,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36,NA,NA,NA,NA,NA,NA,14,7,NA,NA,NA,7,NA,NA,NA,NA
2020-02-07,NA,Panel Project HaMidgam,NA,NA,7,33,8,NA,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35,NA,NA,NA,NA,NA,NA,14,6,NA,NA,NA,10,NA,NA,NA,NA
2020-02-06,NA,Direct Polls,NA,NA,8,34,7,NA,NA,NA,NA,NA,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33,NA,NA,NA,NA,NA,NA,13,7,NA,NA,NA,10,NA,NA,NA,NA
2020-02-06,NA,Maagar Mohot,NA,NA,8,34,6,NA,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36,NA,NA,NA,NA,NA,NA,13,8,NA,NA,NA,8,NA,NA,NA,NA
2020-02-05,NA,Panels Politics,NA,NA,7,33,7,NA,NA,NA,NA,NA,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36,NA,NA,NA,NA,NA,NA,13,8,NA,NA,NA,8,NA,NA,NA,NA
2020-02-05,NA,Midgam,NA,NA,8,32,8,NA,NA,NA,NA,NA,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34,NA,NA,NA,NA,NA,NA,13,8,NA,NA,NA,9,NA,NA,NA,NA
2020-01-30,NA,Maagar Mochot,NA,NA,9,31,7,NA,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34,NA,NA,NA,NA,NA,NA,14,9,NA,NA,NA,9,NA,NA,NA,NA
2020-01-29,NA,Panels Politics,NA,NA,8,33,8,NA,NA,NA,NA,NA,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36,NA,NA,NA,NA,NA,NA,13,7,NA,NA,NA,7,NA,NA,NA,NA
2020-01-29,NA,Panel Project HaMidgam,NA,NA,7,34,8,NA,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35,NA,NA,NA,NA,NA,NA,12,7,NA,NA,NA,10,NA,NA,NA,NA
2020-01-29,NA,Midgam,NA,NA,8,33,8,NA,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35,NA,NA,NA,NA,NA,NA,13,8,NA,NA,NA,8,NA,NA,NA,NA
2020-01-29,NA,Kantar,NA,NA,8,33,8,NA,NA,NA,NA,NA,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34,NA,NA,NA,NA,NA,NA,14,7,NA,NA,NA,8,NA,NA,NA,NA
2020-01-28,NA,Direct Polls,NA,NA,8,35,7,NA,NA,NA,NA,NA,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33,NA,NA,NA,NA,NA,NA,13,7,NA,NA,NA,9,NA,NA,NA,NA
2020-01-23,NA,Panels Politics,NA,NA,8,32,7,NA,NA,NA,NA,NA,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35,NA,NA,NA,NA,NA,NA,14,8,NA,NA,NA,8,NA,NA,NA,NA
2020-01-23,NA,Midgam,NA,NA,8,32,8,NA,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35,NA,NA,NA,NA,NA,NA,13,8,NA,NA,NA,9,NA,NA,NA,NA
2020-01-21,NA,Kantar,NA,NA,8,31,8,NA,NA,NA,NA,NA,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35,NA,NA,NA,NA,NA,NA,13,8,NA,NA,NA,9,NA,NA,NA,NA
2020-01-19,NA,Direct Polls,NA,NA,8,32,7,NA,NA,NA,NA,NA,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34,NA,NA,NA,NA,NA,NA,13,8,NA,NA,NA,10,NA,NA,NA,NA
2020-01-16,NA,Maagar Mochot,NA,NA,8,30,8,NA,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34,NA,NA,NA,NA,NA,NA,14,9,NA,NA,NA,10,NA,NA,NA,NA
2020-01-16,NA,Midgam,NA,NA,8,32,8,NA,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34,NA,NA,NA,NA,NA,NA,13,10,NA,NA,NA,8,NA,NA,NA,NA
2020-01-16,NA,Panel Project HaMidgam,NA,NA,6,31,8,NA,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,34,NA,NA,NA,NA,NA,NA,14,7,NA,NA,NA,9,NA,NA,NA,NA
2020-01-16,NA,Kantar,NA,NA,9,31,7,NA,NA,NA,NA,NA,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36,NA,NA,NA,NA,NA,NA,13,7,NA,NA,NA,9,NA,NA,NA,NA
2021-03-19,NA,Camil Fuchs,NA,6,8,30,6,NA,NA,NA,NA,NA,NA,7,4,NA,NA,NA,18,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,8,10,NA,NA,NA,NA,4,10,5,NA
2021-03-19,NA,Midgam/iPanel,NA,6,8,32,7,NA,NA,NA,NA,NA,NA,7,4,NA,NA,NA,18,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,8,9,NA,NA,NA,NA,4,9,4,NA
2021-03-18,NA,Panels Politics,NA,5,8,30,8,NA,NA,NA,NA,NA,NA,6,4,NA,NA,NA,19,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,8,10,NA,NA,NA,NA,4,8,5,NA
2021-03-18,NA,Direct Polls,NA,4,9,32,9,NA,NA,NA,NA,NA,NA,7,4,NA,NA,NA,17,NA,NA,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,7,8,NA,NA,NA,NA,4,7,5,NA
2021-03-18,NA,Kantar,NA,5,8,31,7,NA,NA,NA,NA,NA,NA,7,4,NA,NA,NA,19,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,8,9,NA,NA,NA,NA,4,9,5,NA
2021-03-18,NA,Smith,NA,5,8,31,7,NA,NA,NA,NA,NA,NA,7,4,NA,NA,NA,19,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,8,9,NA,NA,NA,NA,4,9,5,NA
2021-03-18,NA,Maagar Mohot,NA,5,9,29,8,NA,NA,NA,NA,NA,NA,7,5,NA,NA,NA,18,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,10,10,NA,NA,NA,NA,NA,10,5,NA
2021-03-16,NA,Midgam/iPanel,NA,6,8,30,7,NA,NA,NA,NA,NA,NA,7,4,NA,NA,NA,18,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,8,10,NA,NA,NA,NA,4,10,4,NA
2021-03-15,NA,Panels Politics,NA,5,7,28,7,NA,NA,NA,NA,NA,NA,7,4,NA,NA,NA,20,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,8,11,NA,NA,NA,NA,4,10,5,NA
2021-03-14,NA,Camil Fuchs,NA,6,6,28,7,NA,NA,NA,NA,NA,NA,7,4,NA,NA,NA,20,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,8,11,NA,NA,NA,NA,4,9,6,NA
2021-03-11,NA,Maagar Mohot,NA,6,8,30,7,NA,NA,NA,NA,NA,NA,7,4,NA,NA,NA,18,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,9,11,NA,NA,NA,NA,NA,10,5,NA
